stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url
5536,2401052-01601,"Mierzęcice Ogródki Działkowe",50.4635210300,19.0926551600,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2401052-01601/"
11155,2475011-00202,"Bobrek Bronowa pod Lasem nż",50.2579510000,19.1849610000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2475011-00202/"
446,2416055-00402,"Chruszczobród Las",50.4339123600,19.2976140900,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2416055-00402/"
9016,2470011-13001,"Brzęczkowice Rumiankowa",50.2188581800,19.1482519800,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2470011-13001/"
4926,2465011-13301,"Strzemieszyce Rodzinna nż",50.2996000000,19.3033240000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2465011-13301/"
11694,2478011-08802t,"Zabrze Prof. Religi",50.3092481900,18.7863421400,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2478011-08802t/"
8171,GR27702,"granica TYCH - BIER (Logistyczna)",50.1012370638,19.0720280310,"https://rj.transportgzm.pl/v2/rozklady/przystanek/GR27702/"
1707,2462011-08501,"Miechowice Lidl",50.3623930600,18.8493251500,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2462011-08501/"
2041,2465011-09402,"Mydlice Wolska",50.3189670300,19.1675102500,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2465011-09402/"
8139,2463011-11332,"Chorzów Truchana Szpital",50.2969448400,18.9478551000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2463011-11332/"
7942,2413092-01602,"Kopienica",50.4531798100,18.6597752900,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2413092-01602/"
4419,2475011-06302t,"Niwka Pawiak",50.2507652500,19.1648709500,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2475011-06302t/"
739,2469011-05001,"Giszowiec Mysłowicka",50.2259776000,19.0697088600,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2469011-05001/"
3473,2469011-28201,"Zawodzie Bohaterów Monte Cassino",50.2599229000,19.0534627200,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2469011-28201/"
4353,2465011-03101t,"Gołonóg Centralna Kuchnia",50.3312826300,19.2470216500,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2465011-03101t/"
1719,2466011-04401,"Gliwice Mikołowska",50.2913268000,18.6679971000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2466011-04401/"
6344,2477011-12801,"Tychy Metalowa",50.1032917600,19.0184974400,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2477011-12801/"
4567,2476011-02204,"Świętochłowice Mijanka",50.2866315400,18.9253449400,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2476011-02204/"
2222,2478011-06001,"Pawłów Łaskiego Przychodnia",50.2805849000,18.7996888100,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2478011-06001/"
46,2413072-02201,"Świerklaniec Szkoła",50.4383573400,18.9352094900,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2413072-02201/"
9054,2478011-18201,"Mikulczyce Mickiewicza",50.3349602600,18.7807678900,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2478011-18201/"
10529,2469011-11601,"Kolonia Stawiska nż",50.2507378000,19.1099607700,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2469011-11601/"
10522,2469011-04302,"Dąbrówka Mała Spółdzielnia nż",50.2817341000,19.0648316000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2469011-04302/"
8215,2405042-00902,"Wilcza Skrzyżowanie",50.1982479800,18.5796558600,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2405042-00902/"
10318,2465011-08932,"Okradzionów Skrzyżowanie",50.3521900000,19.3645860000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2465011-08932/"
6399,2477011-17301,"Wartogłowiec Cmentarna",50.1234568900,19.0153920600,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2477011-17301/"
6335,2477011-05901,"Tychy Sikorskiego Wiadukt",50.0866699700,19.0051293100,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2477011-05901/"
106,2465011-00801t,"Dąbrowa Górnicza Aleja Róż",50.3219633800,19.1960014100,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2465011-00801t/"
4894,2463011-07801,"Klimzowiec Kościół nż",50.2807357300,18.9601814700,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2463011-07801/"
1179,2414031-03502,"Hołdunów Restauracja",50.1418290100,19.1296738700,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2414031-03502/"
5132,2475011-17901t,"Porąbka Mijanka Zawodzie [tech]",50.2766713400,19.2193505400,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2475011-17901t/"
3504,2470011-02301,"Ćmok Obrzeżna Zachodnia",50.2307532000,19.1177612500,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2470011-02301/"
9816,2416055-01102,"Niegowonice Dąbrowska I",50.3877674500,19.4220411500,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2416055-01102/"
10979,2466011-30002,"Gliwice Szpital Wielospecjalistyczny",50.2893360000,18.6609650000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2466011-30002/"
7981,GR74001,"granica MIER - OŻAR (Mierzęcice Osiedle)",50.4629928546,19.0946282341,"https://rj.transportgzm.pl/v2/rozklady/przystanek/GR74001/"
494,2401062-00901,"Dąbie Dolne 77 nż",50.4036489100,19.1595339700,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2401062-00901/"
5749,2413052-00802,"Potępa Zalew nż",50.5631192700,18.6708080500,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2413052-00802/"
2005,2475011-07001,"Osiedle Bór Pętla",50.2485942000,19.1982328800,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2475011-07001/"
3291,2472011-10302,"Wirek Katowicka",50.2706971800,18.8820051900,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2472011-10302/"
111,2465011-00201,"Antoniów Konstytucji",50.3778340000,19.2382890000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2465011-00201/"
3349,2465011-17101,"Ząbkowice Centrum",50.3676833600,19.2632543800,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2465011-17101/"
11558,2478011-10001t,"Zabrze Hagera nż",50.3110228000,18.7974250300,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2478011-10001t/"
5226,2469011-03001t,"Dąb Silesia City Center",50.2695561000,19.0029728200,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2469011-03001t/"
4807,2470011-04802,"Krasowy Kościelniaka 23",50.1706039100,19.1531503200,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2470011-04802/"
3052,2401011-06601,"Łagisza Elektrownia",50.3484657100,19.1363429800,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2401011-06601/"
7888,2413082-01102,"Boruszowice Szkoła",50.5115363800,18.7729430500,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2413082-01102/"
7191,2470011-11502,"Larysz Spokojna",50.1915691900,19.1383921800,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2470011-11502/"
6141,2477011-03702,"Mąkołowiec Objazdowa",50.1420490000,18.9699690000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2477011-03702/"
11501,2462011-04002t,"Bytom Szkoła Medyczna",50.3514478500,18.8907170000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2462011-04002t/"
3100,2465011-08401,"Łosień Ząbkowicka",50.3535114200,19.3152523000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2465011-08401/"
7261,2469011-33301,"Podlesie Cmentarz",50.1846270200,18.9689409500,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2469011-33301/"
3913,2466011-03806,"Gliwice Kościuszki",50.2954807300,18.6526340200,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2466011-03806/"
6857,2477011-90201,"Tychy Zajezdnia",50.1006973500,19.0190660700,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2477011-90201/"
7882,2413082-00402,"Tworóg Szkoła",50.5326656900,18.7295484300,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2413082-00402/"
8121,2469011-29502,"Zawodzie Centrum Przesiadkowe",50.2603900000,19.0631900000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2469011-29502/"
11685,2472011-02601t,"Chebzie Tlenownia [tech]",50.2958957700,18.8769688900,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2472011-02601t/"
2187,2469011-11001,"Kokociniec Kijowska",50.2364016900,18.9651322100,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2469011-11001/"
2147,2466011-11602,"Ostropa Cegielnia",50.2858954200,18.6160690200,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2466011-11602/"
8559,2463011-02202,"Chorzów Szkoła Niewidomych",50.2883107300,18.9477729500,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2463011-02202/"
5011,2401075-04301,"Wojkowice Kościelne Remiza",50.4131620300,19.2158615900,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2401075-04301/"
10664,2469011-32301,"Katowice Strefa Kultury Muzeum Śląskie",50.2631643700,19.0360176300,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2469011-32301/"
2652,2401042-03901,"Siemonia Piekarnia nż",50.4276700100,19.0562528400,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2401042-03901/"
4100,2472011-00802,"Bielszowice Przychodnia nż",50.2745854900,18.8308346200,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2472011-00802/"
1772,2470011-06602,"Morgi Szkoła",50.2102309300,19.1293155900,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2470011-06602/"
6348,2477011-07901,"Tychy Strefowa Wschodnia",50.0975480800,19.0420901500,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2477011-07901/"
11691,2476011-03101t,"Zgoda Komenda Policji",50.2835668900,18.9197921500,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2476011-03101t/"
8284,2401062-01403,"Dąbie Szkoła",50.4044080000,19.1372130000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2401062-01403/"
11684,2462011-00102t,"Bobrek Osiedle Pod Brzozami",50.3308473300,18.8644695200,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2462011-00102t/"
11195,2462011-10501,"Stolarzowice Boya-Żeleńskiego nż",50.3881847200,18.8153362000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2462011-10501/"
3228,2469011-06601,"Józefowiec Jabłoniowa",50.2749283400,19.0089762200,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2469011-06601/"
2985,2405032-02602,"Przyszowice Szyb nż",50.2588600400,18.7270116800,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2405032-02602/"
4039,2465011-02401,"Gołonóg Aleja Zagłębia Dąbr.",50.3377590000,19.2157990000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2465011-02401/"
2303,2478011-11701t,"Zabrze Plac Słowiański",50.3057368700,18.7617778500,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2478011-11701t/"
6685,2414011-02603,"Bieruń Stacja Paliw",50.0845455400,19.1106796000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2414011-02603/"
1243,2401021-00401,"Czeladź Józefów",50.2984659000,19.0734720000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2401021-00401/"
969,GR17102,"granica RUDA - ŚWIĘ (Zgoda)",50.2795957440,18.8985443932,"https://rj.transportgzm.pl/v2/rozklady/przystanek/GR17102/"
3115,2478011-13402,"Zabrze Trocera",50.3069116400,18.7660861000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2478011-13402/"
1864,2401081-01001,"Niwa nż",50.2835543300,19.3326517900,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2401081-01001/"
845,GR00402,"granica BĘDZ - DĄBR (Podłosie)",50.3450495343,19.1777672544,"https://rj.transportgzm.pl/v2/rozklady/przystanek/GR00402/"
10427,2469011-38832,"Załęże Żeliwna Park Technologiczny",50.2599137400,18.9958810500,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2469011-38832/"
352,2471011-01902,"Kamień",50.3672070400,18.9801955000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2471011-01902/"
223,2462011-00302,"Bobrek Ratusz",50.3367640300,18.8694417200,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2462011-00302/"
2151,2466011-11502,"Ostropa Poczta",50.2803929300,18.5910344100,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2466011-11502/"
92,2469011-20501,"Osiedle Tysiąclecia Ośrodek Rehabilitacji",50.2838754300,18.9714466900,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2469011-20501/"
8697,2477011-00302,"Cielmice Nowe Łąki",50.0959761300,19.0213405800,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2477011-00302/"
4733,2478011-04201t,"Mikulczyce Aleja Szczęście Ludwika",50.3294095100,18.7889064500,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2478011-04201t/"
2367,2475011-09102,"Pogoń Sucha",50.2958094200,19.1270518000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2475011-09102/"
4748,2466011-06001,"Gliwice Sowińskiego",50.2933365100,18.6429581700,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2466011-06001/"
2296,2474011-04201t,"Siemianowice Plac Skargi",50.2985246500,19.0273232800,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2474011-04201t/"
4476,2469011-28401,"Zawodzie Łączna",50.2594221900,19.0607476000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2469011-28401/"
1677,2474011-01901,"Michałkowice Maciejkowicka nż",50.3196383700,18.9969110200,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2474011-01901/"
2165,2475011-07503,"Ostrowy Górnicze Kolonia Leśna",50.2793916400,19.2616772400,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2475011-07503/"
4453,GR13101,"granica KATO - MYSŁ (Chemiczna)",50.2574760143,19.1155847350,"https://rj.transportgzm.pl/v2/rozklady/przystanek/GR13101/"
3481,2476011-02902,"Zgoda Droga Kochłowicka",50.2761869600,18.9098036000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2476011-02902/"
3984,2470011-02701,"Ćmok Tysiąclecia",50.2331652600,19.1176318900,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2470011-02701/"
10990,2465011-08902,"Okradzionów Skrzyżowanie",50.3519561300,19.3633460000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2465011-08902/"
4874,2474011-00401,"Bańgów Zwycięstwa nż",50.3275156800,19.0216088000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2474011-00401/"
5717,2466011-20701,"Stare Łabędy Einsteina",50.3329906600,18.6031949300,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2466011-20701/"
5072,2469011-20001,"Osiedle Paderewskiego Trzy Stawy",50.2434241300,19.0361785600,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2469011-20001/"
10974,2466011-24231,"Stare Gliwice Park Szwajcaria nż",50.3057642800,18.6323988200,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2466011-24231/"
3894,2413062-02901,"Zendek Szkoła",50.4963684400,19.0890524500,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2413062-02901/"
3555,2462011-01211,"Bytom Dworzec",50.3438168800,18.9137196300,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2462011-01211/"
450,2416055-00702,"Chruszczobród Stawowa",50.4203450800,19.3057358200,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2416055-00702/"
3010,2466011-08704,"Łabędy Huta",50.3557153400,18.6148464400,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2466011-08704/"
7976,GR73102,"granica ŚWIE - PIEK (Orzech)",50.4156056044,18.9208411436,"https://rj.transportgzm.pl/v2/rozklady/przystanek/GR73102/"
2837,2465011-12202,"Strzemieszyce Fabryka",50.3087220000,19.3005780000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2465011-12202/"
1357,2472011-06001,"Kochłowice Osiedle",50.2543640500,18.9113807400,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2472011-06001/"
6485,2408011-01202,"Łaziska Średnie Szyb Aleksander",50.1400745400,18.8648910200,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2408011-01202/"
2364,2475011-09001t,"Pogoń Rybna",50.2957477400,19.1338860700,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2475011-09001t/"
1659,2401075-03603,"Marcinków nż",50.4207116500,19.2018914200,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2401075-03603/"
4809,2470011-04602,"Krasowy Kościelniaka 129",50.1754689400,19.1375291300,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2470011-04602/"
5442,2469011-36301,"Katowice Green Park",50.2547097700,19.0474760300,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2469011-36301/"
3952,2412015-02302,"Stanowice Skrzyżowanie",50.1307577100,18.6722958400,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2412015-02302/"
6498,2408011-00201,"Łaziska Górne Dworzec PKP",50.1575026600,18.8456971300,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2408011-00201/"
7950,2413092-01001,"Miedary Cmentarz nż",50.4467870800,18.7620959300,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2413092-01001/"
2359,2475011-08701t,"Pogoń Kościół",50.2908469800,19.1333496300,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2475011-08701t/"
5388,2475011-18201,"Klimontów Kleeberga",50.2705394600,19.2044174400,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2475011-18201/"
11099,2469011-01802,"Katowice Plac Miarki",50.2549059700,19.0176069500,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2469011-01802/"
2635,2475011-11301t,"Sielec Osiedle Zamkowa",50.2867203600,19.1490566500,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2475011-11301t/"
8233,2477011-18001,"Wartogłowiec Dzwonkowa II",50.1289392500,19.0207826800,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2477011-18001/"
6222,2477011-04502,"Suble Chałupnicza",50.1175069000,18.9633941400,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2477011-04502/"
10574,2469011-40802,"Brynów W. Pola",50.2423239900,18.9844655700,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2469011-40802/"
6276,2477011-12102,"Tychy Paprocańska",50.1010001600,18.9989924200,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2477011-12102/"
7114,2401021-01604,"Czeladź Szpital",50.3270549600,19.0745091700,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2401021-01604/"
3355,2465011-17202,"Ząbkowice Kino ""Uciecha""",50.3711624500,19.2675781000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2465011-17202/"
1796,2469011-16801,"Murcki Szebesty nż",50.2040856200,19.0476965900,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2469011-16801/"
4380,2401011-00601t,"Będzin Czeladzka",50.3257553900,19.1229426600,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2401011-00601t/"
1207,2478011-10202t,"Zabrze Jagiełły Targowisko",50.2948707300,18.7888312300,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2478011-10202t/"
1175,2414031-03602,"Hołdunów Przejazd Kolejowy (ul. Lędzińska)",50.1411145300,19.1263228600,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2414031-03602/"
8122,2469011-29505,"Zawodzie Centrum Przesiadkowe",50.2603248500,19.0641164500,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2469011-29505/"
2002,2475011-06802,"Osiedle Bór Długa II",50.2456303100,19.1838508800,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2475011-06802/"
1244,2401021-00402,"Czeladź Józefów",50.2986160900,19.0735684600,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2401021-00402/"
2825,2465011-11701,"Strzemieszyce Składowa nż",50.3197959300,19.3021142200,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2465011-11701/"
6908,2475011-12301t,"Sosnowiec Dworzec PKP",50.2780478100,19.1267943100,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2475011-12301t/"
3361,2465011-17601,"Ząbkowice Osiedle Młodych Hutników",50.3832527400,19.2479181200,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2465011-17601/"
7145,2414042-01922,"Jedlina Wiadukt nż",50.0513906600,19.1213011500,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2414042-01922/"
6413,2477011-20602,"Wygorzele Sportowa",50.1232260000,19.0502590000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2477011-20602/"
3375,2465011-18102,"Ząbkowice Stadion",50.3763628300,19.2602717600,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2465011-18102/"
5322,2469011-31401,"Dąbrówka Mała Kościół",50.2764845200,19.0693843100,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2469011-31401/"
1293,2475011-03102,"Kazimierz Górniczy Poczta",50.2950623500,19.2436635200,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2475011-03102/"
1294,2475011-03103,"Kazimierz Górniczy Poczta",50.2955421200,19.2449831700,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2475011-03103/"
2115,2471011-03401,"Osiedle Wyzwolenia Akacjowa",50.3789183400,18.9357244700,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2471011-03401/"
7122,2470011-11801,"Krasowy Szkoła",50.1798195900,19.1434906900,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2470011-11801/"
1400,2465011-02202,"Dąbrowa Górnicza Urząd Pracy",50.3237666400,19.1685654600,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2465011-02202/"
10555,2469011-21301,"Osiedle Witosa Droga Kochłowicka",50.2565550100,18.9720415800,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2469011-21301/"
4714,2478011-12502t,"Zabrze Sienkiewicza",50.2980234500,18.8002038000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2478011-12502t/"
1905,2413072-01101,"Nowe Chechło Sklep",50.4522200300,18.9249098000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2413072-01101/"
5594,2472011-12302,"Halemba Park Wodny",50.2429932600,18.8438127100,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2472011-12302/"
5974,2405082-02402,"Kolonia Kotków",50.4956982100,18.6402166200,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2405082-02402/"
7463,GR18403,"granica SIEW - MIER (Przeczyce)",50.4218197561,19.1872894883,"https://rj.transportgzm.pl/v2/rozklady/przystanek/GR18403/"
1403,2466011-16702,"Gliwice Kopalniana",50.2827604800,18.6829837600,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2466011-16702/"
6917,GR07802,"granica CHOR - ŚWIĘ (DTŚ)",50.2883145365,18.9344276771,"https://rj.transportgzm.pl/v2/rozklady/przystanek/GR07802/"
789,2401062-01901,"Preczów Droga do Zalewu",50.3833519400,19.1807395200,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2401062-01901/"
7162,2475011-07804,"Ostrowy Górnicze Niecała",50.2860622600,19.2623281800,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2475011-07804/"
5096,2413062-04201,"Celiny Droga do Pyrzowic nż",50.4513849600,19.0685190600,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2413062-04201/"
2731,2463011-05601,"Chorzów Stabika",50.3102140100,18.9501333000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2463011-05601/"
11712,2462011-13502t,"Bytom Głęboka",50.3445566300,18.9302265600,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2462011-13502t/"
13,2408021-04902,"Śmiłowice Łączna",50.1910636300,18.8700532700,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2408021-04902/"
6068,2405021-01801,"Dzierżno Młyńska",50.3769485300,18.5835075100,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2405021-01801/"
3338,2465011-16803,"Wypaleniska Skrzyżowanie",50.3481887300,19.3985831700,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2465011-16803/"
1660,2401075-03604,"Marcinków nż",50.4206774400,19.2016392900,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2401075-03604/"
186,2478011-00202,"Os. Młodego Górnika Pod Borem nż",50.3432052300,18.8230659900,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2478011-00202/"
2962,2469011-24502,"Szopienice Bednorza",50.2639901200,19.0873658400,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2469011-24502/"
2067,2478011-06202,"Zaborze Agrestowa",50.2986879500,18.8224923400,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2478011-06202/"
488,2401062-00701,"Dąbie Chrobakowe 30 nż",50.3954149000,19.1602206200,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2401062-00701/"
10914,2469011-07702,"Katowice Dąbrówki",50.2617519200,19.0087449300,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2469011-07702/"
9156,2414011-03807,"Bieruń Patriotów Wiadukt",50.0681545000,19.1913425500,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2414011-03807/"
1643,2478011-03202,"Makoszowy Koksownia nż",50.2753603200,18.7819540500,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2478011-03202/"
518,2469011-03201,"Dąbrówka Mała Centrum Handlowe",50.2679239600,19.0572607300,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2469011-03201/"
4710,2478011-12701,"Zaborze Skansen Luiza",50.2958779600,18.8053369300,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2478011-12701/"
7072,2478011-07303,"Rokitnica Pomorska",50.3664994300,18.7935888500,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2478011-07303/"
6248,2477011-22301,"Żwaków Żorska",50.1032945000,18.9596605000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2477011-22301/"
4397,2475011-05201t,"Milowice Pętla",50.2892909700,19.0780854000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2475011-05201t/"
8478,2475011-22302t,"Zagórze Osiedle Białostocka II",50.2911184300,19.1944288900,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2475011-22302t/"
6105,2463011-10301,"Chorzów Nomiarki",50.2906454700,18.9335572500,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2463011-10301/"
5234,2469011-31001,"Katowice Strefa Kultury NOSPR",50.2635615100,19.0279020000,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2469011-31001/"
5152,2474011-04302,"Siemianowice Śląska",50.3060452200,19.0255355600,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2474011-04302/"
1196,2413021-00501,"Miasteczko Śląskie Huta",50.5003157900,18.9258324800,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2413021-00501/"
5689,2401062-04005,"Psary Skrzyżowanie",50.3819959400,19.0912032400,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2401062-04005/"
45,2413072-00204,"Świerklaniec Park",50.4342059300,18.9465820500,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2413072-00204/"
277,2413092-03101,"Boniowice Skrzyżowanie",50.3949905500,18.7103974600,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2413092-03101/"
2823,2465011-11601,"Strzemieszyce Droga do Zakawia",50.3060452200,19.3329810800,"https://rj.transportgzm.pl/v2/rozklady/przystanek/2465011-11601/"
